"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Boost VC","snapCard","1,500,000","seed","2014-10-06","Details",""
"2","SixThirty","Upside","1,100,000","venture","2014-07-14","Details","Exited"
"3","Techstars","LISNR","850,000","seed","2013-06-27","Details",""
"4","Techstars","Ube","700,000","convertible_note","2014-08-30","Details",""
"5","Techstars","Fitbark","125,000","debt_financing","2014-02-20","Details",""
"6","Techstars","Ordr.in","30,000","seed","2014-02-26","Details","Dead"
"7","Boost VC","snapCard","1,386,000","seed","2015-12-24","Details",""
"8","AngelPad","ValetAnywhere","750,000","convertible_note","2016-12-02","Details","Dead"
"9","500startups","MailLift","20,000","seed","2013-05-31","Details",""
"10","NYC SeedStart","PartPic","1,500,000","seed","2015-06-18","Details",""
"11","gener8tor","Catalyze","20,000","seed","2013-05-31","Details",""
"12","Blueprint Health","Healthify","500,000","seed","2014-05-14","Details",""
"13","Techstars","Atlas","1,400,000","seed","2014-11-14","Details",""
"14","Techstars","ROCKI","295,000","seed","2014-12-22","Details",""
"15","gener8tor","Docalytics","20,000","seed","2013-05-31","Details","Exited"
"16","Techstars","Ube","773,000","seed","2014-08-14","Details",""
"17","gener8tor","Optyn","100,000","seed","2013-12-01","Details","Exited"
"18","gener8tor","OpenHomes","20,000","seed","2013-05-31","Details",""
"19","Boost VC","snapCard","1,500,000","venture","2015-12-24","Details",""
