"","Investor","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","David Coallier","Trustev","3,000,000","seed","2013-10-30","Details","Exited"
"2","Wayra","Chuisy","50,000","convertible_note","2012-10-03","Details",""
"3","Investor","zyncd","150,000","seed","2014-02-02","Details",""
"4","Wayra","Frockadvisor","20,000","seed","2013-10-01","Details",""
"5","Wayra","Woopie","65,000","grant","2013-09-01","Details",""
"6","Wayra","BIG Launcher","39,250","seed","2013-11-01","Details",""
"7","Wayra","Datamolino","500,000","seed","2014-02-06","Details",""
"8","Wayra","Superbly.co","50,000","seed","2013-10-01","Details",""
"9","Wayra","zyncd","150,000","seed","2014-02-02","Details",""
"10","Wayra","OptiWi-Fi","50,000","convertible_note","2012-09-09","Details",""
"11","Enterprise Ireland","OptiWi-Fi","200,000","convertible_note","2014-06-01","Details",""
"12","Wayra","Cleverlize","50,000","venture","2013-12-01","Details",""
"13","Notion Capital","Trustev","500,000","seed","2013-12-16","Details","Exited"
"14","Wayra","SeeSearch","50,000","seed","2014-03-01","Details",""
"15","Wayra","SeeSearch","20,000","seed","2013-12-01","Details",""
"16","Greycroft Partners","Trustev","3,207,168","convertible_note","2014-11-01","Details","Exited"
"17","Enterprise Ireland","Popdeem","150,000","seed","2012-09-10","Details",""
"18","Wayra","BragBet","246,500","convertible_note","2014-05-01","Details",""
"19","Wayra","Trustev","","seed","2015-07-01","Details","Exited"
"20","Delta Partners","Popdeem","500,000","seed","2014-05-21","Details",""
"21","Enterprise Ireland","Popdeem","500,000","seed","2014-05-21","Details",""
"22","Wayra","Trustev","3,207,168","convertible_note","2014-11-01","Details","Exited"
"23","Wayra","Gotcha Ninjas","40,000","seed","2013-10-01","Details","Dead"
"24","Wayra","Becoacht","50,000","seed","2013-08-01","Details",""
"25","Wayra","Hiri","50,000","seed","2012-10-01","Details",""
"26","Wayra","Naymit","20,000","seed","2013-10-01","Details",""
"27","Wayra","Trustev","300,000","angel","2013-02-14","Details","Exited"
"28","Enterprise Ireland","Hiri","1,000,000","seed","2016-06-09","Details",""
"29","Wayra","Pockets United","50,000","debt_financing","2012-11-01","Details",""
"30","Wayra","Superbly.co","50,000","seed","2012-10-01","Details",""
"31","NDRC","BragBet","","seed","2010-09-01","Details",""
"32","NDRC","Frockadvisor","","seed","2013-02-01","Details",""
"33","Wayra","Hiri","250,000","grant","2013-12-01","Details",""
"34","Wayra","Conker","70,000","grant","2013-09-01","Details",""
"35","Wayra","SeeSearch","20,000","seed","2013-12-01","Details",""
"36","Wayra","SeeSearch","50,000","seed","2014-03-01","Details",""
"37","NDRC","Popdeem","","seed","2012-02-01","Details",""
"38","Wayra","BragBet","315,000","convertible_note","2013-08-01","Details",""
