"","Investor","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Borealis Ventures","Sketchfab","2,000,000","seed","2013-12-05","Details",""
"2","Joe Caruso","docTrackr","2,000,000","seed","2012-10-02","Details","Exited"
"3","Andrew Lacy","Sketchfab","500,000","angel","2013-01-29","Details",""
"4","Jacques-Antoine Granjon","Sketchfab","500,000","angel","2013-01-29","Details",""
"5","Sylvain Zimmer","Sketchfab","500,000","angel","2013-01-29","Details",""
"6","Borealis","Sketchfab","7,000,000","venture","2015-06-16","Details",""
"7","Polaris Partners","docTrackr","2,000,000","seed","2012-10-02","Details","Exited"
"8","Nordic Eye Capital","Jellynote","800,000","seed","2017-03-14","Details",""
"9","Pritzker Group Venture Capital","Pictarine","75,000","seed","2012-06-01","Details",""
"10","Techstars","Sketchfab","7,000,000","venture","2015-06-16","Details",""
"11","Techstars Chicago (Formerly Excelerate Labs)","Pictarine","75,000","seed","2012-06-01","Details",""
"12","Wellington Partners","Jellynote","1,400,000","seed","2014-05-01","Details",""
"13","Georges Saier","Augment","1,500,000","seed","2014-04-30","Details",""
"14","Partech Ventures","Jellynote","800,000","seed","2017-03-14","Details",""
"15","David Opolon","docTrackr","2,000,000","seed","2012-10-02","Details","Exited"
"16","Gilles Samoun","docTrackr","2,000,000","seed","2012-10-02","Details","Exited"
"17","Social Starts","Onefeat","","angel","2012-08-01","Details",""
"18","Atlas Venture","docTrackr","2,000,000","seed","2012-10-02","Details","Exited"
"19","Nicolas Rosset","Sketchfab","500,000","angel","2013-01-29","Details",""
"20","Stanislas Cromback","Augment","1,500,000","seed","2014-04-30","Details",""
"21","Partech Ventures","Jellynote","1,400,000","seed","2014-05-01","Details",""
"22","Partech Ventures","Sketchfab","7,000,000","venture","2015-06-16","Details",""
"23","Partech Ventures","Jellynote","750,000","seed","2016-07-01","Details",""
"24","Wellington Partners","Jellynote","750,000","seed","2016-07-01","Details",""
"25","Jerry Nieuviarts","Sketchfab","500,000","angel","2013-01-29","Details",""
"26","Walt Winshall","docTrackr","2,000,000","seed","2012-10-02","Details","Exited"
"27","NUMA","Fleex","","non_equity_assistance","2012-05-01","Details","Exited"
"28","Lead Dog Ventures","docTrackr","2,000,000","seed","2012-10-02","Details","Exited"
"29","Oleg Tscheltzoff","Sketchfab","500,000","angel","2013-01-29","Details",""
"30","Mike Dornbrook","docTrackr","2,000,000","seed","2012-10-02","Details","Exited"
"31","Alive Ideas","Sketchfab","500,000","angel","2013-01-29","Details",""
"32","CommonAngels Ventures","docTrackr","2,000,000","seed","2012-10-02","Details","Exited"
"33","David Cohen","Sketchfab","2,000,000","seed","2013-12-05","Details",""
"34","Balderton Capital","Sketchfab","7,000,000","venture","2015-06-16","Details",""
"35","Salesforce Ventures","Augment","3,000,000","venture","2016-03-02","Details",""
"36","NUMA","Jellynote","","non_equity_assistance","2012-05-01","Details",""
"37","Balderton Capital","Sketchfab","2,000,000","seed","2013-12-05","Details",""
"38","Martijn Tjho","Jellynote","150,000","seed","2016-10-28","Details",""
"39","Partech Ventures","Sketchfab","2,000,000","seed","2013-12-05","Details",""
"40","Techstars","qunb","","seed","2013-02-25","Details","Exited"
"41","NUMA","PricingAssistant","","non_equity_assistance","2013-02-01","Details",""
"42","NUMA","Augment","","non_equity_assistance","2012-05-01","Details",""
"43","i/o Ventures","Onefeat","","seed","2012-03-01","Details",""
"44","FirstMark Capital","Sketchfab","7,000,000","venture","2015-06-16","Details",""
"45","Techstars","docTrackr","","seed","2012-01-24","Details","Exited"
"46","Sylvain Zimmer","Sketchfab","2,000,000","seed","2013-12-05","Details",""
"47","Alive Ideas","docTrackr","2,000,000","seed","2012-10-02","Details","Exited"
"48","Alain Roubach","Augment","1,500,000","seed","2014-04-30","Details",""
