"","Investor","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","FLOODGATE","Mango Health","1,450,000","seed","2012-07-31","Details",""
"2","Rock Health","Podimetrics","2,500,000","seed","2013-03-27","Details",""
"3","Mohr Davidow Ventures","Wello","1,000,000","seed","2012-11-28","Details","Exited"
"4","Rock Health","CakeHealth","","seed","2011-05-01","Details","Exited"
"5","Asset Management Ventures (AMV)","Reify Health","330,000","debt_financing","2013-03-01","Details",""
"6","Rex Health Ventures","Kit Check","15,000,000","venture","2016-06-20","Details",""
"7","Kevin Donahue","ChickRx","","seed","2011-12-30","Details",""
"8","LionBird","Kit Check","10,370,400","venture","2013-06-28","Details",""
"9","Mark Pincus","Mango Health","1,450,000","seed","2012-07-31","Details",""
"10","New Leaf Venture Partners","Kit Check","15,000,000","venture","2016-06-20","Details",""
"11","Designer Fund","Omada Health","4,700,000","venture","2013-03-21","Details",""
"12","Rock Health","Home Team Therapy","20,000","seed","2012-06-01","Details","Dead"
"13","Kima Ventures","CakeHealth","150,000","seed","2011-08-01","Details","Exited"
"14","Benjamin Ling","ChickRx","","seed","2011-12-30","Details",""
"15","Rock Health","HealthRally","","seed","2012-01-01","Details","Dead"
"16","Rock Health","CliniCast","100,000","seed","2012-10-01","Details",""
"17","Rock Health","Genomera","20,000","seed","2011-05-01","Details",""
"18","First Round","Mango Health","1,600,000","seed","2012-11-05","Details",""
"19","Ray Rothrock","Mango Health","1,600,000","seed","2012-11-05","Details",""
"20","Rock Health","SuperBetter","","seed","2012-10-01","Details",""
"21","Rock Health","CellScope","20,000","seed","2011-05-01","Details",""
"22","True Ventures","Sano Intelligence","15,250,000","seed","2015-06-19","Details",""
"23","James Nahirny","Wellframe","1,500,000","seed","2014-04-07","Details",""
"24","Rock Health","Pipette","","seed","2011-06-01","Details","Exited"
"25","Kleiner Perkins Caufield & Byers","Mango Health","5,250,000","venture","2014-05-21","Details",""
"26","Sterling.VC","LabDoor","1,500,000","seed","2015-03-24","Details",""
"27","Excel Venture Management","Zipongo","5,000,000","venture","2014-12-23","Details",""
"28","Jonathan Bush","Wellframe","1,500,000","seed","2014-04-07","Details",""
"29","Rally Ventures","Zipongo","5,000,000","venture","2014-12-23","Details",""
"30","TriplePoint Capital","Omada Health","4,700,000","venture","2013-03-21","Details",""
"31","New Enterprise Associates","Omada Health","800,000","seed","2011-12-21","Details",""
"32","Simon St. Carter","Wellframe","1,500,000","seed","2014-04-07","Details",""
"33","Rock Health","Kit Check","100,000","seed","2012-10-01","Details",""
"34","Rock Health","Omada Health","4,700,000","venture","2013-03-21","Details",""
"35","Sands Capital Ventures","Kit Check","10,370,400","venture","2013-06-28","Details",""
"36","Timothy Ferriss","Sano Intelligence","3,750,000","seed","2013-01-07","Details",""
