"","Investor","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","MB Venture Partners","Handminder","50,000","seed","2012-06-01","Details",""
"2","Innova Memphis","Handminder","50,000","seed","2012-06-01","Details",""
"3","Innova Memphis","NonOpthalmics","25,000","venture","2012-07-19","Details",""
"4","MB Venture Partners","EcoSurg","150,000","seed","2012-06-01","Details",""
"5","Innova Memphis","Urova Medical","250,000","seed","2013-06-01","Details",""
"6","MB Venture Partners","Urova Medical","100,000","seed","2012-09-01","Details",""
"7","Innova Memphis","EcoSurg","150,000","seed","2012-06-01","Details",""
"8","Innova Memphis","EcoSurg","100,000","seed","2012-09-01","Details",""
"9","MB Venture Partners","EcoSurg","100,000","seed","2014-06-19","Details",""
"10","Innova Memphis","EcoSurg","140,000","seed","2013-08-08","Details",""
"11","ZeroTo510","NonOpthalmics","50,000","seed","2012-09-01","Details",""
"12","Innova Memphis","Urova Medical","50,000","seed","2012-06-01","Details",""
"13","Innova Memphis","Urova Medical","4,000","seed","2014-01-07","Details",""
"14","Innova Memphis","NonOpthalmics","50,000","seed","2012-09-01","Details",""
"15","MB Venture Partners","Bionanovations","40,000","seed","2013-09-01","Details",""
"16","Innova Memphis","Bionanovations","25,000","venture","2012-05-24","Details",""
"17","ZeroTo510","Bionanovations","100,000","seed","2012-08-16","Details",""
"18","MB Venture Partners","EcoSurg","100,000","seed","2012-09-01","Details",""
"19","MB Venture Partners","EcoSurg","140,000","seed","2013-08-08","Details",""
"20","MB Venture Partners","Bionanovations","100,000","seed","2012-08-16","Details",""
"21","Innova Memphis","EcoSurg","100,000","seed","2014-06-19","Details",""
"22","Innova Memphis","Bionanovations","40,000","seed","2013-09-01","Details",""
"23","Innova Memphis","Bionanovations","100,000","seed","2012-08-16","Details",""
"24","ZeroTo510","EcoSurg","100,000","seed","2012-09-01","Details",""
"25","MB Venture Partners","NonOpthalmics","50,000","seed","2012-09-01","Details",""
"26","MB Venture Partners","Urova Medical","50,000","seed","2012-06-01","Details",""
"27","Innova Memphis","Urova Medical","100,000","seed","2012-09-01","Details",""
"28","Innova Memphis","EcoSurg","30,000","debt_financing","2015-08-26","Details",""
