"","Investor","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Iowa Startup Accelerator","Vinveli","20,000","seed","2014-08-05","Details",""
"2","Iowa Startup Accelerator","ProduceRun","20,000","seed","2014-08-05","Details",""
"3","Iowa Startup Accelerator","Sift","20,000","seed","2014-08-05","Details",""
"4","Iowa Startup Accelerator","Punctil","20,000","seed","2014-08-05","Details",""
"5","Iowa Startup Accelerator","Venuefox","20,000","seed","2014-08-05","Details",""
"6","Iowa Startup Accelerator","Kids Calendar","20,000","seed","2014-08-05","Details",""
"7","Y Combinator","LendEDU","120,000","seed","2015-11-21","Details",""
"8","Iowa Startup Accelerator","LendEDU","20,000","seed","2014-08-05","Details",""
"9","StartUp Health","Punctil","20,000","seed","2014-08-05","Details",""
"10","Startupbootcamp","Punctil","15,000","seed","2013-01-25","Details",""
