"","Investor","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Corey Ferengul","Player's Health","1,000,000","seed","2015-06-06","Details",""
"2","gener8tor","Beekeeper Data","20,000","seed","2014-07-18","Details",""
"3","gener8tor","Pinpoint Software","300,000","angel","2012-05-01","Details",""
"4","Wisconsin Investment Partners","LivBlends","745,000","seed","2014-05-28","Details",""
"5","True Ventures","Understory","1,900,000","seed","2014-04-30","Details",""
"6","Scrum Ventures","LivBlends","","seed","2014-09-30","Details",""
"7","True Ventures","Understory","7,498,498","venture","2016-02-02","Details",""
"8","gener8tor","OpenHomes","20,000","seed","2013-05-31","Details",""
"9","gener8tor","EatStreet","125,000","seed","2012-06-04","Details",""
"10","Great Oaks Venture Capital","EatStreet","10,000,000","venture","2014-10-07","Details",""
"11","Wisconsin Investment Partners","Beekeeper Data","560,000","seed","2015-11-09","Details",""
"12","RRE Ventures","Understory","7,498,498","venture","2016-02-02","Details",""
"13","gener8tor","Passage","70,000","seed","2015-02-06","Details",""
"14","CSA Partners LLC","EatStreet","10,000,000","venture","2014-10-07","Details",""
"15","Square 1 Bank","ReviewTrackers","","debt_financing","2016-07-20","Details",""
"16","Right Side Capital Management","Passage","750,000","venture","2016-05-26","Details",""
"17","4490 Ventures","Understory","7,498,498","venture","2016-02-02","Details",""
"18","gener8tor","WeMontage","310,000","seed","2013-08-22","Details",""
"19","SymphonyAlpha Ventures","ReviewTrackers","2,000,000","seed","2014-06-17","Details",""
"20","Stage 1 Ventures","LivBlends","745,000","seed","2014-05-28","Details",""
"21","Serra Ventures","Beekeeper Data","560,000","seed","2015-11-09","Details",""
"22","Independence Equity","EatStreet","2,000,000","venture","2013-02-26","Details",""
"23","Golden Angels Investors","needls.","784,500","seed","2015-11-24","Details",""
"24","Healthbox","Quietyme","","seed","2013-11-20","Details",""
"25","Great Oaks Venture Capital","MobileIgniter","243,000","convertible_note","2013-03-31","Details",""
"26","gener8tor","MobileIgniter","243,000","convertible_note","2013-03-31","Details",""
"27","CSA Partners LLC","Understory","7,498,498","venture","2016-02-02","Details",""
"28","gener8tor","OpenHomes","185,000","seed","2013-12-20","Details",""
"29","Nesnah Ventures","Pinpoint Software","250,000","angel","2013-05-01","Details",""
"30","gener8tor","Player's Health","1,000,000","seed","2015-06-06","Details",""
"31","GCI Capital Co., Ltd.","EatStreet","15,000,000","venture","2015-12-03","Details",""
"32","Monty Schmidt","LivBlends","745,000","seed","2014-05-28","Details",""
"33","Jeff Rusinow","ReviewTrackers","2,000,000","seed","2014-06-17","Details",""
"34","Eric Lorenz","LivBlends","745,000","seed","2014-05-28","Details",""
"35","Anne Nimke","The Good Jobs","165,000","convertible_note","2015-07-15","Details",""
"36","Mark Plunkett","LivBlends","745,000","seed","2014-05-28","Details",""
"37","Cornerstone Angels","EatStreet","10,000,000","venture","2014-10-07","Details",""
"38","Great Oaks Venture Capital","EatStreet","2,000,000","venture","2013-02-26","Details",""
"39","gener8tor","LivBlends","745,000","seed","2014-05-28","Details",""
"40","gener8tor","Catalyze","20,000","seed","2013-05-31","Details",""
"41","VTF Capital (fka VegasTechFund)","Understory","1,900,000","seed","2014-04-30","Details",""
"42","gener8tor","DineInTime","20,000","seed","2013-01-04","Details",""
"43","gener8tor","The Good Jobs","18,000","seed","2012-06-04","Details",""
"44","Whitewater Bancorp","Pinpoint Software","250,000","angel","2013-05-01","Details",""
"45","Jeff Rusinow","Men's Style Lab","1,100,000","convertible_note","2014-12-01","Details",""
"46","gener8tor","ReviewTrackers","2,000,000","seed","2014-06-17","Details",""
"47","Rajiv Kochar","LivBlends","745,000","seed","2014-05-28","Details",""
"48","Chicago Ventures","Catalyze","2,300,000","venture","2013-11-07","Details",""
"49","QueensBridge Venture Partners","LivBlends","","seed","2014-09-30","Details",""
"50","Lewis & Clark Ventures","Catalyze","6,500,000","venture","2016-09-21","Details",""
"51","Krishna K. Gupta","LivBlends","745,000","seed","2014-05-28","Details",""
"52","gener8tor","ABODO","20,000","seed","2013-01-04","Details",""
"53","gener8tor","ABODO","325,000","seed","2013-05-17","Details",""
"54","Paul Jones","LivBlends","745,000","seed","2014-05-28","Details",""
"55","Baird Capital","Catalyze","2,300,000","venture","2013-11-07","Details",""
"56","gener8tor","Pinpoint Software","18,000","seed","2011-06-04","Details",""
"57","Angels on the Water","Catalyze","2,300,000","venture","2013-11-07","Details",""
"58","Dundee Venture Capital","ABODO","923,000","venture","2015-04-27","Details",""
"59","Angels on the Water","The Good Jobs","165,000","convertible_note","2015-07-15","Details",""
"60","Jeff Rusinow","LivBlends","745,000","seed","2014-05-28","Details",""
"61","Nanon de Gaspe Beaubien-Mattrick","LivBlends","745,000","seed","2014-05-28","Details",""
"62","Warhawk Entrepreneurial Fund","Pinpoint Software","300,000","angel","2012-05-01","Details",""
