"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Melbourne Accelerator Program","121cast","250,000","seed","2012-11-13","Details",""
"2","JFDI.Asia","ShopSpot","628,000","seed","2013-02-19","Details",""
"3","Melbourne Accelerator Program","121 Cast","250,000","seed","2012-11-13","Details",""
"4","DreamIT Ventures","igloohome","1,250,000","seed","2015-12-16","Details",""
"5","JFDI.Asia","Flocations","600,000","seed","2012-12-14","Details","Exited"
"6","Startmate","Ninja Blocks","700,000","venture","2014-11-04","Details",""
"7","500startups","MoBagel","3,000,000","seed","2017-04-10","Details",""
"8","Upwest Labs","Neura","2,000,000","venture","2014-04-08","Details",""
"9","Techstars","Synack","21,250,000","venture","2017-04-11","Details",""
"10","Melbourne Accelerator Program","Venuemob","450,000","seed","2012-11-13","Details",""
"11","500startups","MoBagel","","seed","2015-08-24","Details",""
"12","Melbourne Accelerator Program","VenueMob","450,000","seed","2012-11-13","Details",""
