"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",1,"Y Combinator","Plate Joy","1,700,000","seed","2015-04-29","Details",""
"2",2,"Healthbox","Portable Medical Technology","","seed","2013-01-22","Details",""
"3",3,"Healthbox","Gweepi","","seed","2012-08-15","Details",""
"4",4,"gener8tor","Quietyme","","seed","2013-11-20","Details",""
"5",5,"Healthbox","Aavya Health","","seed","2012-08-01","Details",""
"6",6,"Healthbox","Medopad","","seed","2015-05-07","Details",""
"7",7,"Healthbox","GeckoCap","50,000","seed","2012-08-15","Details","Exited"
"8",8,"Healthbox","Desktop Genetics","","seed","2013-01-22","Details",""
"9",9,"Techstars","Yosko","","seed","2012-08-15","Details",""
"10",10,"Healthbox","Abiogenix","","seed","2012-08-15","Details",""
"11",11,"New York Digital Health Accelerator","Wellth","50,000","seed","2015-07-30","Details",""
"12",12,"Techstars","Yosko","","seed","2012-08-15","Details",""
"13",13,"Healthbox","iQuartic","","seed","2012-08-15","Details",""
"14",14,"Healthbox","Corengi","","seed","2012-04-04","Details",""
"15",15,"Healthbox","Yosko","","seed","2012-08-15","Details",""
"16",16,"500startups","PlateJoy","1,700,000","seed","2015-04-29","Details",""
"17",17,"Healthbox","HomeTouch","80,000","seed","2013-07-01","Details",""
"18",18,"Healthbox","CareHubs","","seed","2012-04-04","Details",""
"19",19,"New York Digital Health Accelerator","iQuartic","","seed","2012-08-15","Details",""
"20",20,"Healthbox","SportsClinicPlus","","seed","2013-01-22","Details",""
"21",21,"Healthbox","PUSH Wellness","","seed","2012-04-04","Details",""
"22",22,"Healthbox","SwipeSense","","seed","2012-04-04","Details",""
"23",1,"TEXO Ventures","SwipeSense","","venture","2012-09-12","Details",""
"24",2,"Healthbox","Portable Medical Technology","","seed","2013-01-22","Details",""
"25",3,"Healthbox","Gweepi","","seed","2012-08-15","Details",""
"26",4,"Sprint Accelerator","Yosko","","seed","2014-03-12","Details",""
"27",5,"Blue Cross Blue Shield","SwipeSense","1,700,000","venture","2014-04-21","Details",""
"28",6,"Jumpstart Ventures","SwipeSense","930,004","seed","2012-09-21","Details",""
"29",7,"Healthbox","Aavya Health","","seed","2012-08-01","Details",""
"30",8,"Healthbox","Medopad","","seed","2015-05-07","Details",""
"31",9,"Healthbox","GeckoCap","50,000","seed","2012-08-15","Details","Exited"
"32",10,"Imperial Create Lab","Desktop Genetics","","non_equity_assistance","2013-04-15","Details",""
"33",11,"Sandbox Industries","SwipeSense","1,700,000","venture","2014-04-21","Details",""
"34",12,"Right Side Capital Management","Yosko","100,000","convertible_note","2016-03-31","Details",""
"35",13,"Healthbox","Desktop Genetics","","seed","2013-01-22","Details",""
"36",14,"Vodafone","Medopad","700,000","undisclosed","2014-03-13","Details",""
"37",15,"Ansbacher Bahamas","Medopad","3,000,000","seed","2016-08-15","Details",""
"38",16,"Healthbox","Abiogenix","","seed","2012-08-15","Details",""
"39",17,"500 Startups","HomeTouch","200,000","venture","2017-03-06","Details",""
"40",18,"Boundary Capital Partners LLP","Desktop Genetics","325,000","venture","2013-07-10","Details",""
"41",19,"Healthbox","iQuartic","","seed","2012-08-15","Details",""
"42",20,"Blue Cross Blue Shield","SwipeSense","","venture","2012-09-12","Details",""
"43",21,"Eclipse","SwipeSense","9,700,000","venture","2015-06-10","Details",""
"44",22,"TEXO Ventures","SwipeSense","9,700,000","venture","2015-06-10","Details",""
"45",23,"Healthbox","Corengi","","seed","2012-04-04","Details",""
"46",24,"Healthbox","Yosko","","seed","2012-08-15","Details",""
"47",25,"IQ Capital Partners","Desktop Genetics","1,400,000","venture","2015-09-15","Details",""
"48",26,"Martin Murphy","Desktop Genetics","1,400,000","venture","2015-09-15","Details",""
"49",27,"Passion Capital","HomeTouch","200,000","venture","2017-03-06","Details",""
"50",28,"Passion Capital","HomeTouch","400,000","seed","2015-12-22","Details",""
"51",29,"Sandbox Industries","SwipeSense","9,700,000","venture","2015-06-10","Details",""
