"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","500startups","Havenly","5,800,000","venture","2016-03-29","Details",""
"2","Mucker Lab","BloomNation","5,550,000","venture","2014-10-07","Details",""
"3","Mucker Lab","BloomNation","1,650,000","seed","2013-10-24","Details",""
"4","Excelerate Labs","Power2Switch","1,300,000","seed","2011-12-05","Details","Exited"
"5","Techstars","Telnyx","1,000,000","seed","2014-09-12","Details",""
"6","gener8tor","Catalyze","2,300,000","venture","2013-11-07","Details",""
"7","Mergelane","Havenly","7,500,000","venture","2015-11-04","Details",""
"8","Techstars","Tempo","3,200,000","venture","2013-10-09","Details","Dead"
"9","Excelerate Labs","SpotHero","20,000,000","venture","2015-08-19","Details",""
"10","Blueprint Health","CredSimple","2,000,000","seed","2016-11-24","Details",""
"11","Excelerate Labs","Food Genius","1,000,000","venture","2013-09-17","Details","Exited"
"12","500startups","BrightPolicy","650,000","angel","2016-09-09","Details",""
"13","gener8tor","Catalyze","6,500,000","venture","2016-09-21","Details",""
"14","Techstars","LogicGate","1,900,000","seed","2016-12-01","Details",""
"15","500startups","Havenly","7,500,000","venture","2015-11-04","Details",""
"16","Techstars","SimpleRelevance","400,000","seed","2012-03-01","Details","Exited"
"17","ImpactEngine","Pangea","1,000,000","seed","2013-05-01","Details",""
"18","Y Combinator","Mimir","750,000","seed","2016-08-18","Details",""
"19","The Brandery","Donde","1,000,000","seed","2014-02-05","Details","Exited"
"20","Mergelane","Havenly","5,800,000","venture","2016-03-29","Details",""
